experiment,animal,movement,pair,region
2017_02_22-HD233_SAY47,0,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,1,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,2,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,3,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,4,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,5,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,6,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,7,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,8,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,9,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,10,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,11,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,12,2,1,AnteriorBulb
2017_02_22-HD233_SAY47,13,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,14,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,15,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,16,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,17,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,18,3,1,AnteriorBulb
2017_02_22-HD233_SAY47,19,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,20,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,21,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,22,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,23,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,24,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,25,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,26,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,27,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,28,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,29,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,30,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,31,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,32,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,33,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,34,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,35,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,36,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,37,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,38,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,39,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,40,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,41,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,42,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,43,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,44,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,45,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,46,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,47,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,48,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,49,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,50,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,51,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,52,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,53,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,54,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,55,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,56,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,57,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,58,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,59,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,60,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,61,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,62,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,63,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,64,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,65,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,66,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,67,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,68,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,69,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,70,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,71,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,72,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,73,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,74,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,75,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,76,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,77,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,78,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,79,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,80,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,81,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,82,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,83,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,84,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,85,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,86,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,87,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,88,2,1,AnteriorBulb
2017_02_22-HD233_SAY47,89,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,90,3,1,AnteriorBulb
2017_02_22-HD233_SAY47,91,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,92,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,93,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,94,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,95,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,96,2,1,AnteriorBulb
2017_02_22-HD233_SAY47,97,3,1,AnteriorBulb
2017_02_22-HD233_SAY47,98,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,99,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,100,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,101,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,102,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,103,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,104,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,105,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,106,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,107,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,108,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,109,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,110,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,111,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,112,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,113,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,114,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,115,2,1,AnteriorBulb
2017_02_22-HD233_SAY47,116,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,117,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,118,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,119,3,1,AnteriorBulb
2017_02_22-HD233_SAY47,120,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,121,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,122,0,1,AnteriorBulb
2017_02_22-HD233_SAY47,0,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,1,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,2,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,3,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,4,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,5,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,6,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,7,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,8,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,9,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,10,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,11,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,12,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,13,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,14,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,15,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,16,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,17,3,1,PosteriorBulb
2017_02_22-HD233_SAY47,18,1,1,PosteriorBulb
2017_02_22-HD233_SAY47,19,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,20,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,21,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,22,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,23,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,24,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,25,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,26,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,27,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,28,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,29,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,30,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,31,3,1,PosteriorBulb
2017_02_22-HD233_SAY47,32,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,33,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,34,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,35,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,36,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,37,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,38,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,39,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,40,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,41,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,42,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,43,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,44,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,45,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,46,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,47,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,48,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,49,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,50,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,51,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,52,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,53,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,54,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,55,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,56,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,57,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,58,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,59,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,60,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,61,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,62,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,63,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,64,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,65,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,66,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,67,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,68,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,69,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,70,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,71,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,72,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,73,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,74,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,75,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,76,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,77,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,78,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,79,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,80,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,81,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,82,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,83,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,84,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,85,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,86,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,87,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,88,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,89,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,90,3,1,PosteriorBulb
2017_02_22-HD233_SAY47,91,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,92,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,93,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,94,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,95,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,96,1,1,PosteriorBulb
2017_02_22-HD233_SAY47,97,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,98,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,99,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,100,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,101,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,102,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,103,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,104,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,105,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,106,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,107,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,108,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,109,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,110,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,111,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,112,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,113,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,114,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,115,3,1,PosteriorBulb
2017_02_22-HD233_SAY47,116,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,117,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,118,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,119,3,1,PosteriorBulb
2017_02_22-HD233_SAY47,120,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,121,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,122,0,1,PosteriorBulb
2017_02_22-HD233_SAY47,0,0,1,SidesOfTip
2017_02_22-HD233_SAY47,1,0,1,SidesOfTip
2017_02_22-HD233_SAY47,2,0,1,SidesOfTip
2017_02_22-HD233_SAY47,3,0,1,SidesOfTip
2017_02_22-HD233_SAY47,4,0,1,SidesOfTip
2017_02_22-HD233_SAY47,5,0,1,SidesOfTip
2017_02_22-HD233_SAY47,6,0,1,SidesOfTip
2017_02_22-HD233_SAY47,7,0,1,SidesOfTip
2017_02_22-HD233_SAY47,8,0,1,SidesOfTip
2017_02_22-HD233_SAY47,9,0,1,SidesOfTip
2017_02_22-HD233_SAY47,10,0,1,SidesOfTip
2017_02_22-HD233_SAY47,11,0,1,SidesOfTip
2017_02_22-HD233_SAY47,12,2,1,SidesOfTip
2017_02_22-HD233_SAY47,13,0,1,SidesOfTip
2017_02_22-HD233_SAY47,14,0,1,SidesOfTip
2017_02_22-HD233_SAY47,15,0,1,SidesOfTip
2017_02_22-HD233_SAY47,16,0,1,SidesOfTip
2017_02_22-HD233_SAY47,17,0,1,SidesOfTip
2017_02_22-HD233_SAY47,18,2,1,SidesOfTip
2017_02_22-HD233_SAY47,19,0,1,SidesOfTip
2017_02_22-HD233_SAY47,20,0,1,SidesOfTip
2017_02_22-HD233_SAY47,21,0,1,SidesOfTip
2017_02_22-HD233_SAY47,22,0,1,SidesOfTip
2017_02_22-HD233_SAY47,23,0,1,SidesOfTip
2017_02_22-HD233_SAY47,24,0,1,SidesOfTip
2017_02_22-HD233_SAY47,25,0,1,SidesOfTip
2017_02_22-HD233_SAY47,26,0,1,SidesOfTip
2017_02_22-HD233_SAY47,27,0,1,SidesOfTip
2017_02_22-HD233_SAY47,28,0,1,SidesOfTip
2017_02_22-HD233_SAY47,29,0,1,SidesOfTip
2017_02_22-HD233_SAY47,30,0,1,SidesOfTip
2017_02_22-HD233_SAY47,31,0,1,SidesOfTip
2017_02_22-HD233_SAY47,32,0,1,SidesOfTip
2017_02_22-HD233_SAY47,33,0,1,SidesOfTip
2017_02_22-HD233_SAY47,34,0,1,SidesOfTip
2017_02_22-HD233_SAY47,35,0,1,SidesOfTip
2017_02_22-HD233_SAY47,36,0,1,SidesOfTip
2017_02_22-HD233_SAY47,37,0,1,SidesOfTip
2017_02_22-HD233_SAY47,38,0,1,SidesOfTip
2017_02_22-HD233_SAY47,39,0,1,SidesOfTip
2017_02_22-HD233_SAY47,40,0,1,SidesOfTip
2017_02_22-HD233_SAY47,41,0,1,SidesOfTip
2017_02_22-HD233_SAY47,42,0,1,SidesOfTip
2017_02_22-HD233_SAY47,43,0,1,SidesOfTip
2017_02_22-HD233_SAY47,44,0,1,SidesOfTip
2017_02_22-HD233_SAY47,45,0,1,SidesOfTip
2017_02_22-HD233_SAY47,46,0,1,SidesOfTip
2017_02_22-HD233_SAY47,47,0,1,SidesOfTip
2017_02_22-HD233_SAY47,48,0,1,SidesOfTip
2017_02_22-HD233_SAY47,49,0,1,SidesOfTip
2017_02_22-HD233_SAY47,50,0,1,SidesOfTip
2017_02_22-HD233_SAY47,51,0,1,SidesOfTip
2017_02_22-HD233_SAY47,52,0,1,SidesOfTip
2017_02_22-HD233_SAY47,53,0,1,SidesOfTip
2017_02_22-HD233_SAY47,54,0,1,SidesOfTip
2017_02_22-HD233_SAY47,55,0,1,SidesOfTip
2017_02_22-HD233_SAY47,56,0,1,SidesOfTip
2017_02_22-HD233_SAY47,57,0,1,SidesOfTip
2017_02_22-HD233_SAY47,58,0,1,SidesOfTip
2017_02_22-HD233_SAY47,59,0,1,SidesOfTip
2017_02_22-HD233_SAY47,60,0,1,SidesOfTip
2017_02_22-HD233_SAY47,61,0,1,SidesOfTip
2017_02_22-HD233_SAY47,62,0,1,SidesOfTip
2017_02_22-HD233_SAY47,63,0,1,SidesOfTip
2017_02_22-HD233_SAY47,64,0,1,SidesOfTip
2017_02_22-HD233_SAY47,65,0,1,SidesOfTip
2017_02_22-HD233_SAY47,66,0,1,SidesOfTip
2017_02_22-HD233_SAY47,67,0,1,SidesOfTip
2017_02_22-HD233_SAY47,68,0,1,SidesOfTip
2017_02_22-HD233_SAY47,69,0,1,SidesOfTip
2017_02_22-HD233_SAY47,70,0,1,SidesOfTip
2017_02_22-HD233_SAY47,71,0,1,SidesOfTip
2017_02_22-HD233_SAY47,72,0,1,SidesOfTip
2017_02_22-HD233_SAY47,73,0,1,SidesOfTip
2017_02_22-HD233_SAY47,74,0,1,SidesOfTip
2017_02_22-HD233_SAY47,75,0,1,SidesOfTip
2017_02_22-HD233_SAY47,76,0,1,SidesOfTip
2017_02_22-HD233_SAY47,77,0,1,SidesOfTip
2017_02_22-HD233_SAY47,78,0,1,SidesOfTip
2017_02_22-HD233_SAY47,79,0,1,SidesOfTip
2017_02_22-HD233_SAY47,80,0,1,SidesOfTip
2017_02_22-HD233_SAY47,81,0,1,SidesOfTip
2017_02_22-HD233_SAY47,82,0,1,SidesOfTip
2017_02_22-HD233_SAY47,83,0,1,SidesOfTip
2017_02_22-HD233_SAY47,84,0,1,SidesOfTip
2017_02_22-HD233_SAY47,85,0,1,SidesOfTip
2017_02_22-HD233_SAY47,86,0,1,SidesOfTip
2017_02_22-HD233_SAY47,87,0,1,SidesOfTip
2017_02_22-HD233_SAY47,88,0,1,SidesOfTip
2017_02_22-HD233_SAY47,89,0,1,SidesOfTip
2017_02_22-HD233_SAY47,90,3,1,SidesOfTip
2017_02_22-HD233_SAY47,91,0,1,SidesOfTip
2017_02_22-HD233_SAY47,92,0,1,SidesOfTip
2017_02_22-HD233_SAY47,93,0,1,SidesOfTip
2017_02_22-HD233_SAY47,94,0,1,SidesOfTip
2017_02_22-HD233_SAY47,95,0,1,SidesOfTip
2017_02_22-HD233_SAY47,96,0,1,SidesOfTip
2017_02_22-HD233_SAY47,97,3,1,SidesOfTip
2017_02_22-HD233_SAY47,98,0,1,SidesOfTip
2017_02_22-HD233_SAY47,99,0,1,SidesOfTip
2017_02_22-HD233_SAY47,100,0,1,SidesOfTip
2017_02_22-HD233_SAY47,101,0,1,SidesOfTip
2017_02_22-HD233_SAY47,102,0,1,SidesOfTip
2017_02_22-HD233_SAY47,103,0,1,SidesOfTip
2017_02_22-HD233_SAY47,104,0,1,SidesOfTip
2017_02_22-HD233_SAY47,105,0,1,SidesOfTip
2017_02_22-HD233_SAY47,106,0,1,SidesOfTip
2017_02_22-HD233_SAY47,107,0,1,SidesOfTip
2017_02_22-HD233_SAY47,108,0,1,SidesOfTip
2017_02_22-HD233_SAY47,109,0,1,SidesOfTip
2017_02_22-HD233_SAY47,110,0,1,SidesOfTip
2017_02_22-HD233_SAY47,111,0,1,SidesOfTip
2017_02_22-HD233_SAY47,112,0,1,SidesOfTip
2017_02_22-HD233_SAY47,113,0,1,SidesOfTip
2017_02_22-HD233_SAY47,114,0,1,SidesOfTip
2017_02_22-HD233_SAY47,115,0,1,SidesOfTip
2017_02_22-HD233_SAY47,116,0,1,SidesOfTip
2017_02_22-HD233_SAY47,117,0,1,SidesOfTip
2017_02_22-HD233_SAY47,118,0,1,SidesOfTip
2017_02_22-HD233_SAY47,119,3,1,SidesOfTip
2017_02_22-HD233_SAY47,120,0,1,SidesOfTip
2017_02_22-HD233_SAY47,121,0,1,SidesOfTip
2017_02_22-HD233_SAY47,122,0,1,SidesOfTip
2017_02_22-HD233_SAY47,0,1,1,Tip
2017_02_22-HD233_SAY47,1,0,1,Tip
2017_02_22-HD233_SAY47,2,0,1,Tip
2017_02_22-HD233_SAY47,3,0,1,Tip
2017_02_22-HD233_SAY47,4,0,1,Tip
2017_02_22-HD233_SAY47,5,0,1,Tip
2017_02_22-HD233_SAY47,6,0,1,Tip
2017_02_22-HD233_SAY47,7,0,1,Tip
2017_02_22-HD233_SAY47,8,0,1,Tip
2017_02_22-HD233_SAY47,9,0,1,Tip
2017_02_22-HD233_SAY47,10,0,1,Tip
2017_02_22-HD233_SAY47,11,0,1,Tip
2017_02_22-HD233_SAY47,12,0,1,Tip
2017_02_22-HD233_SAY47,13,0,1,Tip
2017_02_22-HD233_SAY47,14,0,1,Tip
2017_02_22-HD233_SAY47,15,0,1,Tip
2017_02_22-HD233_SAY47,16,0,1,Tip
2017_02_22-HD233_SAY47,17,0,1,Tip
2017_02_22-HD233_SAY47,18,0,1,Tip
2017_02_22-HD233_SAY47,19,0,1,Tip
2017_02_22-HD233_SAY47,20,0,1,Tip
2017_02_22-HD233_SAY47,21,0,1,Tip
2017_02_22-HD233_SAY47,22,0,1,Tip
2017_02_22-HD233_SAY47,23,0,1,Tip
2017_02_22-HD233_SAY47,24,0,1,Tip
2017_02_22-HD233_SAY47,25,0,1,Tip
2017_02_22-HD233_SAY47,26,0,1,Tip
2017_02_22-HD233_SAY47,27,0,1,Tip
2017_02_22-HD233_SAY47,28,0,1,Tip
2017_02_22-HD233_SAY47,29,0,1,Tip
2017_02_22-HD233_SAY47,30,0,1,Tip
2017_02_22-HD233_SAY47,31,0,1,Tip
2017_02_22-HD233_SAY47,32,0,1,Tip
2017_02_22-HD233_SAY47,33,0,1,Tip
2017_02_22-HD233_SAY47,34,0,1,Tip
2017_02_22-HD233_SAY47,35,0,1,Tip
2017_02_22-HD233_SAY47,36,0,1,Tip
2017_02_22-HD233_SAY47,37,0,1,Tip
2017_02_22-HD233_SAY47,38,0,1,Tip
2017_02_22-HD233_SAY47,39,0,1,Tip
2017_02_22-HD233_SAY47,40,0,1,Tip
2017_02_22-HD233_SAY47,41,0,1,Tip
2017_02_22-HD233_SAY47,42,0,1,Tip
2017_02_22-HD233_SAY47,43,0,1,Tip
2017_02_22-HD233_SAY47,44,0,1,Tip
2017_02_22-HD233_SAY47,45,0,1,Tip
2017_02_22-HD233_SAY47,46,0,1,Tip
2017_02_22-HD233_SAY47,47,0,1,Tip
2017_02_22-HD233_SAY47,48,0,1,Tip
2017_02_22-HD233_SAY47,49,0,1,Tip
2017_02_22-HD233_SAY47,50,0,1,Tip
2017_02_22-HD233_SAY47,51,0,1,Tip
2017_02_22-HD233_SAY47,52,0,1,Tip
2017_02_22-HD233_SAY47,53,0,1,Tip
2017_02_22-HD233_SAY47,54,0,1,Tip
2017_02_22-HD233_SAY47,55,0,1,Tip
2017_02_22-HD233_SAY47,56,0,1,Tip
2017_02_22-HD233_SAY47,57,0,1,Tip
2017_02_22-HD233_SAY47,58,0,1,Tip
2017_02_22-HD233_SAY47,59,0,1,Tip
2017_02_22-HD233_SAY47,60,0,1,Tip
2017_02_22-HD233_SAY47,61,0,1,Tip
2017_02_22-HD233_SAY47,62,0,1,Tip
2017_02_22-HD233_SAY47,63,0,1,Tip
2017_02_22-HD233_SAY47,64,0,1,Tip
2017_02_22-HD233_SAY47,65,0,1,Tip
2017_02_22-HD233_SAY47,66,0,1,Tip
2017_02_22-HD233_SAY47,67,0,1,Tip
2017_02_22-HD233_SAY47,68,0,1,Tip
2017_02_22-HD233_SAY47,69,0,1,Tip
2017_02_22-HD233_SAY47,70,0,1,Tip
2017_02_22-HD233_SAY47,71,0,1,Tip
2017_02_22-HD233_SAY47,72,0,1,Tip
2017_02_22-HD233_SAY47,73,0,1,Tip
2017_02_22-HD233_SAY47,74,0,1,Tip
2017_02_22-HD233_SAY47,75,0,1,Tip
2017_02_22-HD233_SAY47,76,0,1,Tip
2017_02_22-HD233_SAY47,77,0,1,Tip
2017_02_22-HD233_SAY47,78,0,1,Tip
2017_02_22-HD233_SAY47,79,0,1,Tip
2017_02_22-HD233_SAY47,80,0,1,Tip
2017_02_22-HD233_SAY47,81,0,1,Tip
2017_02_22-HD233_SAY47,82,0,1,Tip
2017_02_22-HD233_SAY47,83,0,1,Tip
2017_02_22-HD233_SAY47,84,0,1,Tip
2017_02_22-HD233_SAY47,85,0,1,Tip
2017_02_22-HD233_SAY47,86,0,1,Tip
2017_02_22-HD233_SAY47,87,0,1,Tip
2017_02_22-HD233_SAY47,88,2,1,Tip
2017_02_22-HD233_SAY47,89,0,1,Tip
2017_02_22-HD233_SAY47,90,3,1,Tip
2017_02_22-HD233_SAY47,91,0,1,Tip
2017_02_22-HD233_SAY47,92,0,1,Tip
2017_02_22-HD233_SAY47,93,0,1,Tip
2017_02_22-HD233_SAY47,94,0,1,Tip
2017_02_22-HD233_SAY47,95,0,1,Tip
2017_02_22-HD233_SAY47,96,2,1,Tip
2017_02_22-HD233_SAY47,97,1,1,Tip
2017_02_22-HD233_SAY47,98,0,1,Tip
2017_02_22-HD233_SAY47,99,0,1,Tip
2017_02_22-HD233_SAY47,100,0,1,Tip
2017_02_22-HD233_SAY47,101,0,1,Tip
